SystemLogID,SLTimeStamp,ModuleId,SeverityId,CompanyId,GroupId,ProcessId,ThreadId,DeviceId,UserId,Source,LogMessage
309036,2011-07-13 04:05:58.653000000,2,0,1,,,,,,,Device D241/D242 requesting Mfst 205969 (D242)
309037,2011-07-13 04:05:59.793000000,2,0,1,,,,,,,Device D241/D242 Acknowledged receipt of Manifest 205969 (D242)
309038,2011-07-13 04:06:57.190000000,2,0,1,,,,,,,Device D321 requesting current Manifest List
309039,2011-07-13 04:07:22.457000000,2,0,1,,,,,,,Device D792 Acknowledged receipt of Manifest 205873 (D792)
309040,2011-07-13 04:23:42.110000000,2,0,1,,,,,,,Device D322 requesting current Manifest List
309041,2011-07-13 04:23:44.550000000,2,0,1,,,,,,,Device D322 requesting Mfst 205855 (D322)
309042,2011-07-13 04:24:58.960000000,2,0,1,,,,,,,Device D322 Acknowledged receipt of Manifest 205855 (D322)
309043,2011-07-13 04:28:48.443000000,2,0,1,,,,,,,Device D321 requesting current Manifest List
309044,2011-07-13 04:28:50.710000000,2,0,1,,,,,,,Device D321 requesting Mfst 205863 (D321)
309045,2011-07-13 04:30:14.170000000,2,0,1,,,,,,,Device D321 Acknowledged receipt of Manifest 205863 (D321)
309046,2011-07-13 05:05:23.630000000,2,2,1,,,,,,,method:Void OnError(System.Data.SqlClient.SqlException, Boolean) in source:.Net SqlClient Data Provider threw error 'Timeout expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.'
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection)
   at System.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj)
   at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at System.Data.SqlClient.SqlDataReader.ConsumeMetaData()
   at System.Data.SqlClient.SqlDataReader.get_MetaData()
   at System.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString)
   at System.Data.SqlClient.SqlCommand.RunExecuteR
309047,2011-07-13 05:05:52.960000000,2,2,1,,,,,,,method:Void OnError(System.Data.SqlClient.SqlException, Boolean) in source:.Net SqlClient Data Provider threw error 'Timeout expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.'
   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection)
   at System.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection)
   at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj)
   at System.Data.SqlClient.TdsParser.Run(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj)
   at System.Data.SqlClient.SqlDataReader.ConsumeMetaData()
   at System.Data.SqlClient.SqlDataReader.get_MetaData()
   at System.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString)
   at System.Data.SqlClient.SqlCommand.RunExecuteR
309048,2011-07-13 05:30:01.100000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Procedure starting...
309049,2011-07-13 05:30:15.477000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Found 19 objects to reorg/rebuild
309050,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom1':  Before: 25.7143,  After: 25.7143
309051,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom2':  Before: 16.6667,  After: 16.6667
309052,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_custom3':  Before: 16.6667,  After: 16.6667
309053,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'ix_account_owner':  Before: 27.5862,  After: 27.5862
309054,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccounts'/'uc_acctcode':  Before: 17.6471,  After: 17.6471
309055,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'ix_scAccountsCategories_AccountId':  Before: 27.2727,  After: 27.2727
309056,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'ix_scAccountsCategories_CategoryId':  Before: 15.625,  After: 15.625
309057,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsCategories'/'PK_scAccountsCategories':  Before: 21.9512,  After: 21.9512
309058,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsPubs'/'IDX_scAccountsPubs_AccountId':  Before: 15.625,  After: 15.625
309059,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scAccountsPubs'/'UC_scAccountsPubs':  Before: 23.8806,  After: 23.8806
309060,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scDataExchangeControls'/'idx_scDataExchangeControls_GroupId':  Before: 83.3333,  After: 83.3333
309061,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scDataExchangeControls'/'PK_scDataExchangeControls':  Before: 75,  After: 87.5
309062,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scDeliveries'/'PK_scDeliveries':  Before: 72.7679,  After: 0
309063,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestHistory'/'CIX_scManifestHistory_Date':  Before: 10.051,  After: 1.36882
309064,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestSequenceItems'/'idx_scManifestSequenceItems_AccountPubID':  Before: 30.7692,  After: 30.7692
309065,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestSequenceItems'/'PK_scManifestSequenceItems':  Before: 12.069,  After: 12.069
309066,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestTemplates'/'PK_scManifestTemplates':  Before: 66.6667,  After: 66.6667
309067,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scManifestTransferDrops'/'idx_scManifestTransferDrops_AccountId':  Before: 59.7348,  After: 0
309068,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,AvgFragmentationPercent on 'scReturnsAudit'/'PK_scReturnsAudit':  Before: 10.4728,  After: 0.165224
309069,2011-07-13 05:37:31.880000000,2,0,1,,,,,,IndexMaint,syncIndexMaintenance:  Procedure completed successfully.
309070,2011-07-13 06:15:52.713000000,2,0,1,,,,,,,Device D823/D841 requesting current Manifest List
309071,2011-07-13 06:15:54.590000000,2,0,1,,,,,,,Device D823/D841 requesting Mfst 205898 (D823)
309072,2011-07-13 06:16:27.920000000,2,0,1,,,,,,,Device D823/D841 Acknowledged receipt of Manifest 205898 (D823)
309073,2011-07-13 06:16:28.717000000,2,0,1,,,,,,,Device D823/D841 requesting Mfst 205874 (D841)
309074,2011-07-13 06:17:22.830000000,2,0,1,,,,,,,Device D823/D841 Acknowledged receipt of Manifest 205874 (D841)
309075,2011-07-13 06:32:39.170000000,2,0,1,,,,,,,Device D231 requesting current Manifest List
309076,2011-07-13 07:12:29.247000000,2,0,1,,,,,,,Device D311 requesting current Manifest List
309077,2011-07-13 07:12:31.387000000,2,0,1,,,,,,,Device D311 requesting Mfst 205900 (D311)
309078,2011-07-13 07:13:43.937000000,2,0,1,,,,,,,Device D311 Acknowledged receipt of Manifest 205900 (D311)
309079,2011-07-13 09:27:36.860000000,2,0,1,,,,,,,Device D241/D242 requesting current Manifest List
309080,2011-07-13 12:08:12.587000000,202,0,1,2344bb72-0992-4d11-934b-6b757d7b8317,4868,1,,11,Web,Data Export Started at 07/13/11 12:08:12
309081,2011-07-13 12:08:12.587000000,202,0,1,2344bb72-0992-4d11-934b-6b757d7b8317,4868,1,,11,Web,Export File: Adj_Data_201107131208.txt
309082,2011-07-13 12:08:24.243000000,202,0,1,2344bb72-0992-4d11-934b-6b757d7b8317,4868,1,,11,Web,        50 total rows written to file.
309083,2011-07-13 12:08:24.277000000,202,0,1,2344bb72-0992-4d11-934b-6b757d7b8317,4868,1,,11,Web,Data Export completed successfully
309084,2011-07-13 12:08:47.370000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,Data Export Started at 07/13/11 12:08:47
309085,2011-07-13 12:08:47.370000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,Export File: Ret_Data_201107131208.txt
309086,2011-07-13 12:08:50.903000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,       500 rows written to file...
309087,2011-07-13 12:08:51.590000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      1000 rows written to file...
309088,2011-07-13 12:08:51.980000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      1500 rows written to file...
309089,2011-07-13 12:08:52.513000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      2000 rows written to file...
309090,2011-07-13 12:08:52.887000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      2500 rows written to file...
309091,2011-07-13 12:08:53.247000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      3000 rows written to file...
309092,2011-07-13 12:08:53.573000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      3500 rows written to file...
309093,2011-07-13 12:08:54.073000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      4000 rows written to file...
309094,2011-07-13 12:08:54.420000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      4500 rows written to file...
309095,2011-07-13 12:08:54.887000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      5000 rows written to file...
309096,2011-07-13 12:08:55.217000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      5500 rows written to file...
309097,2011-07-13 12:08:55.560000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      6000 rows written to file...
309098,2011-07-13 12:08:56.073000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      6500 rows written to file...
309099,2011-07-13 12:08:56.420000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      7000 rows written to file...
309100,2011-07-13 12:08:56.747000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      7500 rows written to file...
309101,2011-07-13 12:08:57.310000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      8000 rows written to file...
309102,2011-07-13 12:08:57.730000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      8500 rows written to file...
309103,2011-07-13 12:08:58.217000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      9000 rows written to file...
309104,2011-07-13 12:08:58.560000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,      9500 rows written to file...
309105,2011-07-13 12:08:58.980000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     10000 rows written to file...
309106,2011-07-13 12:08:59.293000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     10500 rows written to file...
309107,2011-07-13 12:08:59.623000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     11000 rows written to file...
309108,2011-07-13 12:08:59.967000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     11500 rows written to file...
309109,2011-07-13 12:09:00.390000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     12000 rows written to file...
309110,2011-07-13 12:09:00.717000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     12500 rows written to file...
309111,2011-07-13 12:09:01.293000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     13000 rows written to file...
309112,2011-07-13 12:09:01.640000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     13500 rows written to file...
309113,2011-07-13 12:09:02.107000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     14000 rows written to file...
309114,2011-07-13 12:09:02.623000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     14500 rows written to file...
309115,2011-07-13 12:09:02.950000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     15000 rows written to file...
309116,2011-07-13 12:09:03.310000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     15500 rows written to file...
309117,2011-07-13 12:09:03.747000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     16000 rows written to file...
309118,2011-07-13 12:09:04.230000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     16500 rows written to file...
309119,2011-07-13 12:09:04.607000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     17000 rows written to file...
309120,2011-07-13 12:09:05.107000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     17500 rows written to file...
309121,2011-07-13 12:09:05.450000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     18000 rows written to file...
309122,2011-07-13 12:09:05.950000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     18500 rows written to file...
309123,2011-07-13 12:09:06.327000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     19000 rows written to file...
309124,2011-07-13 12:09:06.670000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     19500 rows written to file...
309125,2011-07-13 12:09:07.043000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     20000 rows written to file...
309126,2011-07-13 12:09:07.467000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     20500 rows written to file...
309127,2011-07-13 12:09:07.890000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     21000 rows written to file...
309128,2011-07-13 12:09:08.390000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     21500 rows written to file...
309129,2011-07-13 12:09:08.840000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     22000 rows written to file...
309130,2011-07-13 12:09:09.327000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     22500 rows written to file...
309131,2011-07-13 12:09:09.640000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     23000 rows written to file...
309132,2011-07-13 12:09:10.357000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     23500 rows written to file...
309133,2011-07-13 12:09:10.763000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     24000 rows written to file...
309134,2011-07-13 12:09:11.480000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     24500 rows written to file...
309135,2011-07-13 12:09:11.857000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     25000 rows written to file...
309136,2011-07-13 12:09:12.433000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     25500 rows written to file...
309137,2011-07-13 12:09:12.793000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     26000 rows written to file...
309138,2011-07-13 12:09:13.310000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     26500 rows written to file...
309139,2011-07-13 12:09:13.717000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     27000 rows written to file...
309140,2011-07-13 12:09:14.043000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     27500 rows written to file...
309141,2011-07-13 12:09:14.683000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     28000 rows written to file...
309142,2011-07-13 12:09:15.043000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     28500 rows written to file...
309143,2011-07-13 12:09:15.560000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     29000 rows written to file...
309144,2011-07-13 12:09:15.890000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     29500 rows written to file...
309145,2011-07-13 12:09:16.343000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,     29958 total rows written to file.
309146,2011-07-13 12:09:16.390000000,201,0,1,7bcbe0e6-9158-4ab1-bcef-c5560e86f42a,5664,1,,11,Web,Data Export completed successfully
309147,2011-07-13 12:11:10.160000000,202,0,1,814e825b-8132-453e-8d90-fe0019c0fdab,5100,1,,11,Web,Data Export Started at 07/13/11 12:11:10
309148,2011-07-13 12:11:10.177000000,202,0,1,814e825b-8132-453e-8d90-fe0019c0fdab,5100,1,,11,Web,Export File: Adj_Data_201107131211.txt
309149,2011-07-13 12:11:18.583000000,202,0,1,814e825b-8132-453e-8d90-fe0019c0fdab,5100,1,,11,Web,         1 total rows written to file.
309150,2011-07-13 12:11:18.693000000,202,0,1,814e825b-8132-453e-8d90-fe0019c0fdab,5100,1,,11,Web,Data Export completed successfully
309151,2011-07-13 12:11:40.290000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,Data Export Started at 07/13/11 12:11:40
309152,2011-07-13 12:11:40.303000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,Export File: Ret_Data_201107131211.txt
309153,2011-07-13 12:11:42.350000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,       500 rows written to file...
309154,2011-07-13 12:11:42.960000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      1000 rows written to file...
309155,2011-07-13 12:11:43.350000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      1500 rows written to file...
309156,2011-07-13 12:11:44.240000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      2000 rows written to file...
309157,2011-07-13 12:11:44.680000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      2500 rows written to file...
309158,2011-07-13 12:11:45.163000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      3000 rows written to file...
309159,2011-07-13 12:11:45.867000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      3500 rows written to file...
309160,2011-07-13 12:11:46.507000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      4000 rows written to file...
309161,2011-07-13 12:11:47.023000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      4500 rows written to file...
309162,2011-07-13 12:11:47.680000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      5000 rows written to file...
309163,2011-07-13 12:11:48.650000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      5500 rows written to file...
309164,2011-07-13 12:11:49.100000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      6000 rows written to file...
309165,2011-07-13 12:11:49.837000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      6500 rows written to file...
309166,2011-07-13 12:11:50.400000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      7000 rows written to file...
309167,2011-07-13 12:11:50.947000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      7500 rows written to file...
309168,2011-07-13 12:11:51.307000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      8000 rows written to file...
309169,2011-07-13 12:11:51.867000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      8500 rows written to file...
309170,2011-07-13 12:11:52.273000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      9000 rows written to file...
309171,2011-07-13 12:11:52.633000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,      9500 rows written to file...
309172,2011-07-13 12:11:53.057000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     10000 rows written to file...
309173,2011-07-13 12:11:53.853000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     10500 rows written to file...
309174,2011-07-13 12:11:54.557000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     11000 rows written to file...
309175,2011-07-13 12:11:55.197000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     11500 rows written to file...
309176,2011-07-13 12:11:55.773000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     12000 rows written to file...
309177,2011-07-13 12:11:56.477000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     12500 rows written to file...
309178,2011-07-13 12:11:57.290000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     13000 rows written to file...
309179,2011-07-13 12:11:57.960000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     13500 rows written to file...
309180,2011-07-13 12:11:58.900000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     14000 rows written to file...
309181,2011-07-13 12:11:59.663000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     14500 rows written to file...
309182,2011-07-13 12:12:00.210000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     15000 rows written to file...
309183,2011-07-13 12:12:00.697000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     15500 rows written to file...
309184,2011-07-13 12:12:01.103000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     16000 rows written to file...
309185,2011-07-13 12:12:01.603000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     16500 rows written to file...
309186,2011-07-13 12:12:02.913000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     17000 rows written to file...
309187,2011-07-13 12:12:03.260000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     17500 rows written to file...
309188,2011-07-13 12:12:03.930000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     18000 rows written to file...
309189,2011-07-13 12:12:04.337000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     18500 rows written to file...
309190,2011-07-13 12:12:05.180000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     19000 rows written to file...
309191,2011-07-13 12:12:05.790000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     19500 rows written to file...
309192,2011-07-13 12:12:06.290000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     20000 rows written to file...
309193,2011-07-13 12:12:06.963000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     20500 rows written to file...
309194,2011-07-13 12:12:07.353000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     21000 rows written to file...
309195,2011-07-13 12:12:07.963000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     21500 rows written to file...
309196,2011-07-13 12:12:08.667000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     22000 rows written to file...
309197,2011-07-13 12:12:09.057000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     22500 rows written to file...
309198,2011-07-13 12:12:10.320000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     23000 rows written to file...
309199,2011-07-13 12:12:10.993000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     23500 rows written to file...
309200,2011-07-13 12:12:11.277000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,     23588 total rows written to file.
309201,2011-07-13 12:12:11.337000000,201,0,1,e54a8176-a963-4fc9-b49d-f67973bb73e8,5528,1,,11,Web,Data Export completed successfully
309202,2011-07-13 12:13:04.043000000,202,0,1,7534f2e6-bfbe-4d3a-9268-6a9b44f0336e,4684,1,,11,Web,Data Export Started at 07/13/11 12:13:04
309203,2011-07-13 12:13:04.060000000,202,0,1,7534f2e6-bfbe-4d3a-9268-6a9b44f0336e,4684,1,,11,Web,Export File: Adj_Data_201107131213.txt
309204,2011-07-13 12:13:05.073000000,202,0,1,7534f2e6-bfbe-4d3a-9268-6a9b44f0336e,4684,1,,11,Web,         0 total rows written to file.
309205,2011-07-13 12:13:05.090000000,202,0,1,7534f2e6-bfbe-4d3a-9268-6a9b44f0336e,4684,1,,11,Web,Data Export completed successfully
309206,2011-07-13 12:13:30.983000000,201,0,1,fc6ffb2a-6804-47fb-a138-a525ab5ec316,3540,1,,11,Web,Data Export Started at 07/13/11 12:13:30
